Length(mm),Width(mm),Depth(mm),Area(mm^2),Volume(mm^3),Main Angle, Side Angle
6.367,2.777,2.622,11.853,24.2740386597313,-15.7320032119751,-3.90049386024475
6.286,3.193,2.54,14.329,26.6935069318812,-5.71059322357178,-68.1985931396484
4.671,2.856,2.414,10.381,16.8618009586449,-56.3099365234375,-85.4860076904297
6.269,2.719,2.61,11.999,23.2941360191331,-87.2072906494141,-7.12501668930054
6.025,2.943,2.72,12.733,25.253108209648,-20.5560455322266,0
5.888,2.717,2.426,10.575,20.321083416173,-45,-4.23639488220215
5.84,2.728,2.518,12.012,21.0044619521271,-61.3895416259766,-67.9887161254883
5.774,2.686,2.556,11.87,20.7559329784223,-36.8698997497559,-17.3540229797363
5.389,2.995,2.713,10.788,22.92732706691,-8.97262573242188,-26.5650501251221
6.363,2.786,2.608,13.248,24.2074612145439,-8.97262668609619,-9.46232223510742
6.116,2.565,2.259,11.328,18.5553734469613,0,-86.054817199707
6.278,2.774,2.615,12.573,23.8450415547283,-84.9575500488281,-56.3099365234375
