Length(mm),Width(mm),Depth(mm),Area(mm^2),Volume(mm^3),Main Angle, Side Angle
6.53,3.349,2.845,16.932,32.5768600298704,0,-26.5650501251221
6.456,3.275,3.031,15.613,33.5551654648667,-63.4349517822266,-63.4349517822266
6.51,3.228,2.931,16.19,32.249943296052,-15.9453954696655,-19.9831066131592
5.798,3.389,2.853,12.398,29.3528431460819,-83.8844985961914,0
5.896,3.358,3.07,14.293,31.8254947972852,-16.6992435455322,-7.12501668930054
5.976,3.077,3.022,14.092,29.095857923346,-45,-70.2011260986328
5.947,3.651,2.899,12.311,32.9576782118627,-45,-62.3005256652832
6.078,3.454,2.936,16.178,32.2728784680867,-35.2175903320313,-59.5344543457031
6.968,3.459,3.061,18.142,38.6296395610541,-78.690071105957,-59.0362510681152
6.017,3.479,2.892,13.604,31.6979627838961,-49.7636451721191,-6.34019136428833
6.506,3.42,2.963,16.45,34.5199723192246,-86.633544921875,-37.8749847412109
6.243,3.295,3.046,14.767,32.8078125696989,-53.1301040649414,-88.315315246582
6.69,3.345,2.902,17.073,34.0030810219653,-16.6992454528809,-15.9453954696655
6.736,3.389,2.929,16.274,35.0099621564968,0,0
6.527,3.347,3.061,16.425,35.0131574667196,-69.4439544677734,0
