Length(mm),Width(mm),Depth(mm),Area(mm^2),Volume(mm^3),Main Angle, Side Angle
5.73,2.758,2.37,11.219,19.6108244542418,-28.6104621887207,-81.085075378418
6.015,2.842,2.282,12.74,20.4255597837322,-88.210090637207,-86.8778686523438
6.36,2.594,2.51,12.527,21.6820045482818,0,0
6.246,2.983,2.72,14.367,26.5352240901593,-14.036244392395,-29.0546054840088
6.025,2.803,2.608,12.57,23.0614366228895,-4.26789379119873,0
6.152,3.284,2.598,14.377,27.4825637647615,-28.6104583740234,-50.9061470031738
5.828,2.781,2.68,12.47,22.743324521878,-45,-65.5560455322266
5.754,2.73,2.263,11.531,18.6129701500352,-75.9637603759766,-86.8201675415039
6.308,2.799,2.51,13.685,23.2042174641578,0,-8.13010311126709
6.03,2.833,2.802,12.489,25.0628606784575,-36.0273780822754,-3.30186557769775
