Length(mm),Width(mm),Depth(mm),Area(mm^2),Volume(mm^3),Main Angle, Side Angle
3.518,1.647,1.504,4.289,4.56284685786162,-60.9453964233398,-26.5650501251221
3.728,1.657,1.598,4.166,5.16861054612901,-53.1301002502441,-45
4.698,1.786,1.423,6.131,6.25169798480904,0,-75.9637603759766
3.515,1.464,0.888,3.764,2.39264349948671,0,-65.224853515625
4.165,1.43,1.255,4.546,3.91375280004348,-68.1985931396484,0
4.176,1.582,1.355,4.618,4.68710720200048,-41.1859283447266,-82.2348327636719
4.29,1.716,1.568,5.622,6.04392764254008,-45,-80.5376739501953
4.949,1.731,1.725,5.995,7.73752817428333,-75.9637603759766,-73.3007583618164
2.541,1.52,1.25,2.855,2.52788252871103,-56.309928894043,-21.1612567901611
3.983,1.883,1.52,4.401,5.96901728724908,-9.46232223510742,0
3.78,1.721,1.381,4.792,4.70397463286909,-26.5650501251221,0
3.367,1.647,1.486,4.181,4.31473519552262,-40.6012954711914,-22.1094493865967
4.015,1.59,1.337,4.779,4.46902417029748,-33.6900672912598,-35.3624610900879
4.937,1.883,1.757,7.178,8.55231780724993,0,0
4.015,1.745,1.625,4.958,5.96119005889454,-56.3099365234375,-75.9637603759766
