Length(mm),Width(mm),Depth(mm),Area(mm^2),Volume(mm^3),Main Angle, Side Angle
4.607,1.945,1.935,6.649,9.078569227446,-30.9637565612793,-21.8014106750488
4.39,1.828,1.781,5.836,7.48347398785453,-78.690071105957,-74.5778350830078
4.448,1.925,1.627,6.57,7.29426752810954,-48.3664588928223,-45
4.924,1.763,1.59,5.885,7.22713393410508,-82.4053573608398,-86.3086166381836
4.895,1.989,1.799,6.948,9.17101206782642,-75.9637603759766,0
4.914,1.879,1.674,6.807,8.09312052756212,-52.1250152587891,0
4.862,1.903,1.834,6.727,8.88488265708585,-56.3099365234375,-83.6598129272461
4.782,2.05,1.879,6.835,9.64470248413017,-74.7448806762695,0
4.644,1.883,1.786,6.314,8.17753869729652,0,-14.036244392395
3.804,1.946,1.783,5.796,6.91087932697712,-12.680383682251,-54.4623222351074
4.47,1.946,1.79,5.851,8.15271033869682,-54.4623222351074,-51.3401908874512
4.593,1.853,1.138,6.316,5.07122347456075,-76.7594833374023,-60.2551155090332
3.864,1.787,1.297,5.18,4.68921632907803,-33.6900672912598,0
