Length(mm),Width(mm),Depth(mm),Area(mm^2),Volume(mm^3),Main Angle, Side Angle
5.811,2.126,2.05,9.403,13.260705159383,0,-16.8214073181152
1.004,0.293,0,0.243,0,-90,0
5.983,2.301,2.003,10.623,14.4382711344579,-86.7295074462891,0
4.199,2.077,1.715,6.727,7.83150298614134,0,-8.32565021514893
3.824,2.167,1.688,6.184,7.32399197089526,-32.47119140625,-53.1301002502441
5.947,2.207,2.058,8.998,14.1430886768017,-26.5650501251221,-61.3895416259766
4.82,2.62,2.047,8.597,13.5352036500861,-76.504264831543,-63.4349517822266
4.178,2.071,2.019,6.121,9.14710102757804,-33.6900672912598,-45
3.208,1.59,1.295,3.873,3.45859631693733,0,-17.1027297973633
5.144,2.131,2.055,8.226,11.7949161586273,-19.6538238525391,-25.9422950744629
3.938,1.906,1.772,6.102,6.96403504535433,-83.4180526733398,-66.5014343261719
