Length(mm),Width(mm),Depth(mm),Area(mm^2),Volume(mm^3),Main Angle, Side Angle
6.298,2.898,2.661,13.819,25.4298930864064,-71.5650482177734,-7.27500486373901
6.065,3.222,2.932,13.326,29.9998393844617,-41.1859283447266,0
4.648,3.318,2.799,12.185,22.6018517434485,-21.3706207275391,-75.9637603759766
6.362,3.275,2.988,15.472,32.5974917851244,-45,-26.5650501251221
6.783,3.256,3.029,16.279,35.0270940864285,-85.9143829345703,-4.76364183425903
6.649,3.171,3.034,15.72,33.4939813174515,-75.9637603759766,-74.7448806762695
6.735,3.03,2.99,14.555,31.9484681167841,-8.13010215759277,-71.565055847168
6.645,3.111,2.943,15.106,31.8554600017835,-14.036244392395,-8.88066005706787
6.696,3.27,3.036,16.285,34.8067590762885,-78.690071105957,-74.0546035766602
6.315,3.179,3.029,14.573,31.8391729801576,-66.0375137329102,-59.0362510681152
6.507,3.336,2.952,16.259,33.5522635254671,-21.8014068603516,-80.5376739501953
6.18,3.18,2.976,13.914,30.6229583908424,-41.1859283447266,0
5.808,3.029,2.469,13.393,22.7428869859859,-36.8698997497559,-55.3048477172852
6.71,3.19,3.013,15.362,33.7684368280255,0,-3.81407499313354
6.331,3.047,2.913,13.939,29.4227915311822,-56.309928894043,-45
