Length(mm),Width(mm),Depth(mm),Area(mm^2),Volume(mm^3),Main Angle, Side Angle
5.234,2.285,2.273,9.107,14.2337056591366,-47.9108352661133,-23.9624900817871
4.843,2.134,2.015,6.252,10.9039174998457,-32.9052429199219,-28.3007564544678
4.318,2.059,1.841,7.165,8.57020865119536,-23.334041595459,0
5.557,2.361,2.334,9.749,16.0337776943979,-43.0908470153809,-43.0250663757324
5.533,2.367,2.032,10.03,13.9341747916652,-45,-69.4439544677734
5.884,2.375,2.291,10.414,16.76331822627,-25.3461780548096,-34.0193481445313
5.739,2.249,2.182,9.456,14.7461636309021,-47.6025657653809,-10.3048458099365
5.969,2.251,2.137,9.658,15.0341963650799,-5.31454610824585,-10.3048467636108
4.832,2.366,2.142,8.85,12.8221175689259,-84.5596694946289,-11.3099327087402
5.441,2.344,1.963,9.885,13.1085681169328,-75.9637603759766,-19.9831047058105
5.407,2.108,1.581,8.457,9.43533812916471,-47.7263107299805,-54.4623222351074
6.12,2.367,2.248,10.186,17.0507940707384,-78.690071105957,-39.2894058227539
4.817,2.345,2.264,9.061,13.3904304526448,-13.7069606781006,-41.9872131347656
6.109,2.427,2.125,10.402,16.4967144924555,-87.3370056152344,0
5.604,2.294,2.275,9.667,15.3133977660547,-59.0362396240234,-70.7099533081055
5.652,2.359,2.239,9.58,15.6308577206025,-12.9946165084839,-19.9831047058105
5.741,2.476,2.079,10.703,15.4735976097082,-30.3432483673096,-24.4439544677734
