Length(mm),Width(mm),Depth(mm),Area(mm^2),Volume(mm^3),Main Angle, Side Angle
5.686,2.654,2.49,11.301,19.6745923762606,-30.6506690979004,-2.29060983657837
5.769,2.929,2.722,11.609,24.082781967299,-41.6335411071777,-45
5.826,2.716,2.672,11.985,22.1378439623181,-74.0546035766602,-11.3099327087402
6.079,2.801,2.62,12.167,23.358511582767,-26.0534954071045,-14.036244392395
5.531,2.675,2.31,11.336,17.8952614173944,-6.34019184112549,-53.1301002502441
5.624,2.737,2.385,11.295,19.2223780836864,-34.0459327697754,0
4.697,2.732,2.335,9.415,15.6886929166354,-63.4349517822266,-36.2538375854492
5.754,2.791,2.76,12.109,23.2079830399442,-14.036244392395,-14.036244392395
5.491,2.426,2.05,9.948,14.2986397246405,-4.39870548248291,0
5.83,2.848,2.62,12.466,22.7776257708828,-26.5650501251221,-16.3895416259766
5.74,2.959,2.427,12.991,21.5836682057469,0,-45
5.414,2.752,2.301,11.409,17.9507220353842,-45,0
