Length(mm),Width(mm),Depth(mm),Area(mm^2),Volume(mm^3),Main Angle, Side Angle
5.837,3.006,2.971,12.776,27.2948017140236,-33.6900672912598,-56.3099365234375
6.132,3.124,2.692,13.746,27.0014352335805,-46.9749336242676,-19.440034866333
6.024,3.353,2.604,11.634,27.5396311220396,-65.3764343261719,-4.76364183425903
6.054,3.072,2.992,13.43,29.1355915054588,-59.0362510681152,-66.0375061035156
6.736,3.347,2.977,16.761,35.1427099278796,-18.4349498748779,0
5.448,2.745,2.215,10.795,17.3441012661866,-9.46232318878174,-82.4053573608398
5.016,2.663,2.562,9.605,17.9186976703159,-73.6104583740234,-30.9637565612793
5.779,3.273,2.845,12.712,28.176016491431,0,-2.81555676460266
5.276,2.976,2.96,11.754,24.3348148964732,-68.1985931396484,-21.8014068603516
6.181,3.067,2.977,14.044,29.5494891030049,-35.5376777648926,-77.0053787231445
6.643,2.994,2.87,14.118,29.887980244845,-81.8698959350586,-74.3577575683594
6.129,3.147,2.81,12.623,28.3786222077447,-51.3401908874512,-21.8014068603516
6.394,3.255,2.943,15.605,32.0710005504059,-14.036244392395,-21.8014068603516
6.119,2.988,2.826,13.382,27.0540212094692,-45,-52.6960525512695
