Length(mm),Width(mm),Depth(mm),Area(mm^2),Volume(mm^3),Main Angle, Side Angle
5.625,2.803,2.385,11.978,19.6894067213523,0,-79.6951522827148
6.336,2.858,2.803,13.553,26.5765812222228,0,-23.5522651672363
5.195,3.138,2.516,9.099,21.4757208516388,0,-70.4077224731445
4.172,2.469,2.071,6.697,11.1697669231269,-77.47119140625,-45
5.305,2.866,2.527,9.912,20.1171029540984,-53.1301002502441,-56.309928894043
5.37,2.732,2.343,10.852,17.9980681363196,-63.4349517822266,0
6.321,2.753,2.751,12.544,25.0657794709309,-84.5596694946289,-3.30186557769775
5.585,2.951,2.762,11.099,23.8349740540345,0,-31.3902702331543
5.3,3.118,2.53,12.445,21.8912783918685,-62.1027336120605,-57.9946174621582
5.649,3.4,2.678,11.475,26.931446907842,0,-55.6196594238281
6.151,2.803,2.636,12.881,23.7964872600902,0,0
5.903,2.984,2.594,13.129,23.9243526886132,-51.3401947021484,-75.0685806274414
6.254,3.01,2.788,13.906,27.4799389934209,-63.4349517822266,-49.0856170654297
6.714,2.955,2.767,13.77,28.7439602479614,-48.8140754699707,-40.9143867492676
3.64,2.971,2.722,8.173,15.4131277714506,-45,0
5.16,3.107,2.607,11.497,21.8841966346527,-71.5650482177734,-45
3.849,2.385,2.162,7.137,10.3917958523289,0,-20.7255592346191
5.823,2.907,2.807,12.059,24.8789963750214,-63.4349517822266,-58.8150291442871
3.64,3.054,2.493,8.365,14.5107986917285,-77.9052429199219,0
1.046,0.293,0,0.25,0,-90,0
6.483,2.974,2.503,13.279,25.2683252079576,-24.2277431488037,-17.7446727752686
6.236,2.999,2.82,12.923,27.6140624640379,-68.1985931396484,-73.6104583740234
5.579,2.951,2.611,11.598,22.5076972602414,-53.1301002502441,-64.7988815307617
