Length(mm),Width(mm),Depth(mm),Area(mm^2),Volume(mm^3),Main Angle, Side Angle
5.425,2.828,2.338,12.515,18.7811541294119,-86.054817199707,-38.8113822937012
7,3.248,2.915,16.815,34.7017392362385,-12.3390874862671,-88.4518432617188
5.834,3.328,2.787,13.094,28.3325284430303,-35.3112144470215,-76.2930374145508
6.194,3.312,3.254,15.067,34.9524561909964,-45,-26.5650501251221
6.953,3.347,3.114,15.496,37.9441800372679,0,-73.3007583618164
6.971,3.512,2.971,17.935,38.0847285141092,0,-74.0546035766602
6.177,2.906,2.835,13.541,26.6455627460556,-53.7461585998535,-49.0856170654297
7.106,3.414,3.249,16.736,41.2702456197509,-11.3099327087402,-11.3099327087402
6.301,3.377,2.76,16.152,30.7502212304785,-33.6900634765625,-59.9314155578613
6.587,3.766,2.999,14.993,38.9531934063381,0,-59.0362510681152
6.837,3.556,2.818,14.816,35.8729376988526,0,-25.0168952941895
6.391,3.373,2.901,16.468,32.7439832782384,-45,-78.2317123413086
