Length(mm),Width(mm),Depth(mm),Area(mm^2),Volume(mm^3),Main Angle, Side Angle
4.764,1.928,1.81,6.869,8.70474352279511,-38.6598091125488,-11.3099327087402
4.064,1.921,1.591,5.751,6.5035407544271,-60.5241050720215,-5.44033193588257
4.061,1.792,1.59,5.36,6.05852272802642,-61.9275131225586,0
4.99,1.852,1.764,6.636,8.53569190883132,-63.4349517822266,-56.3099365234375
5.222,1.975,1.925,7.772,10.395211349974,0,-53.1301002502441
4.948,1.904,1.88,7.275,9.27370136710817,-21.8014106750488,-11.3099327087402
4.297,1.8,1.625,5.317,6.58096902083173,-48.1798324584961,-33.6900634765625
5.306,1.89,1.79,6.981,9.39897951605736,-26.5650501251221,-38.6598091125488
4.809,1.882,1.871,6.583,8.86638950123729,-26.5650501251221,-10.3048467636108
4.251,1.839,1.381,4.629,5.65281971940094,-54.4623222351074,0
4.895,1.925,1.338,7.131,6.60143217727997,-51.7098388671875,0
4.736,1.839,1.654,6.118,7.54271243279488,-83.6598129272461,-23.1985912322998
5.131,1.839,1.594,6.555,7.87536485609681,-18.4349498748779,-82.2348327636719
4.747,1.883,1.759,6.325,8.23254310838548,-74.0546035766602,0
4.707,1.848,1.757,6.154,8.0023316980147,-60.2551155090332,0
