Length(mm),Width(mm),Depth(mm),Area(mm^2),Volume(mm^3),Main Angle, Side Angle
6.574,3.109,3.071,15.566,32.8646385751686,-9.46232223510742,-88.5311965942383
6.695,3.196,3.138,16.055,35.1567656102849,-4.08561658859253,0
7.018,3.312,2.303,14.732,28.0282674062114,-63.4349517822266,-54.3235855102539
5.681,3.314,3.054,13.976,30.1054378828401,0,-45
6.195,3.48,2.802,15.054,31.629134491245,-63.4349517822266,-65.224853515625
5.983,3.305,2.657,15.426,27.5093699229646,0,-33.6900634765625
6.596,3.312,3.161,15.856,36.1571418656933,-82.8749847412109,-26.5650501251221
6.522,3.362,3.103,15.712,35.6253304537717,-66.8014068603516,-73.6104583740234
6.483,3.043,2.738,15.662,28.2819949293125,-85.2363510131836,-71.5650482177734
5.926,3.4,2.364,15.178,24.9394377761059,-75.9637603759766,-75.9637603759766
6.342,3.481,2.745,16.779,31.7300847488234,-68.1985931396484,-80.5376739501953
6.695,3.47,3.054,16.65,37.1490499141216,-2.48955273628235,0
5.818,2.752,2.506,13.27,21.0088284810778,-20.5560417175293,-47.0825653076172
6.151,3.406,2.594,16.204,28.4550245546051,-63.4349517822266,0
6.555,3.415,3.043,15.444,35.6667862208489,-83.9275360107422,-29.7448825836182
6.393,3.462,2.941,16.634,34.0820268922972,-26.5650501251221,-6.00900602340698
6.769,3.503,3.068,16.316,38.0906715089143,-73.3007583618164,-80.5376739501953
