Length(mm),Width(mm),Depth(mm),Area(mm^2),Volume(mm^3),Main Angle, Side Angle
4.812,1.811,1.632,6.227,7.4466826413031,-77.47119140625,0
4.903,1.871,1.799,6.786,8.6410290743484,0,-26.5650501251221
4.675,1.877,1.775,5.922,8.15535494448258,-45,-19.9831066131592
5.055,1.757,1.733,6.193,8.05916609520196,0,-83.6598129272461
4.351,1.883,1.399,5.944,6.0014437526151,-28.6104621887207,0
4.858,1.928,1.778,6.856,8.71956699787857,-26.5650501251221,-11.3099327087402
5.111,1.67,1.67,6.397,7.46341249973501,-68.1985931396484,-42.7093887329102
5.069,1.841,1.588,6.347,7.75934746569753,0,-2.86240530014038
4.975,1.879,1.757,6.912,8.59983757856884,0,-18.4349498748779
4.939,1.757,1.668,6.136,7.5788874260948,0,-4.86451435089111
4.77,1.815,1.715,6.326,7.774236624153,-26.5650501251221,0
4.702,1.788,1.465,6.351,6.44891104266473,-49.3987045288086,-77.2424697875977
4.903,1.781,1.647,5.757,7.53039980076516,-11.3099327087402,-63.4349517822266
3.556,1.799,1.757,4.114,5.88522809368546,0,0
4.792,1.863,1.834,6.683,8.57289723770748,-26.5650501251221,-11.3099327087402
