Length(mm),Width(mm),Depth(mm),Area(mm^2),Volume(mm^3),Main Angle, Side Angle
5.873,2.964,2.751,12.788,25.0742188930682,-26.5650501251221,-43.3634223937988
6.36,3.282,2.971,15.2,32.4710974073614,-32.0053863525391,0
6.175,3.047,2.941,13.625,28.9736402202357,-51.3401908874512,-80.5376739501953
6.15,3.166,2.968,14.948,30.2585801385972,-14.036244392395,-50.856014251709
6.175,3.106,2.376,14.269,23.8607160181466,-26.5650501251221,-63.4349517822266
6.318,3.347,2.958,15.977,32.7515701852269,-29.2488269805908,0
6.069,3.339,2.808,12.902,29.7940321668933,-85.9143829345703,-14.036244392395
6.586,3.013,2.91,15.268,30.2351737967795,-88.3634185791016,-36.8698959350586
6.504,3.297,2.664,15.25,29.9110957128822,-79.6951522827148,-84.5596694946289
7.089,3.222,2.681,13.752,32.0631324253218,0,-64.1336441040039
5.04,3.05,2.877,11.348,23.156283608936,-26.5650501251221,-79.2156982421875
5.161,3.011,2.201,12.007,17.9086677561602,-11.3099327087402,-80.0737609863281
6.49,3.284,3.137,15.158,35.0074910341698,-4.76364183425903,-2.60256195068359
5.989,3.314,2.88,13.822,29.929394258585,-60.2551155090332,-45
5.187,3.331,3.243,12.744,29.3384017708701,-56.309928894043,-25.2777233123779
5.632,3.036,2.987,12.756,26.7422693214279,-29.0546054840088,-36.8698959350586
5.829,2.938,2.01,13.356,18.0235579195534,-51.4588165283203,-48.1798324584961
