Length(mm),Width(mm),Depth(mm),Area(mm^2),Volume(mm^3),Main Angle, Side Angle
6.883,3.407,3.054,17.428,37.4988162388022,0,-4.08561658859253
6.45,3.448,2.988,14.804,34.7941464614302,-45,-15.9453954696655
6.681,3.416,3.096,17.193,36.9963524450523,0,-30.9637546539307
6.225,3.096,2.892,13.435,29.183489433427,-58.3924942016602,0
6.232,3.102,3.029,14.901,30.6596458344528,-56.309928894043,-11.3099327087402
5.809,3.322,3.162,13.35,31.9493106793674,-71.5650482177734,-41.1859283447266
6.653,3.473,3.062,17.679,37.0447028450912,-20.2248611450195,0
6.82,3.347,3.138,17.093,37.5052140639669,0,0
6.611,3.389,3.013,17.106,35.3456912886157,0,0
6.485,3.264,3.144,16.384,34.8450658978144,-26.5650501251221,0
5.874,3.285,3.085,12.648,31.1690170668197,-68.1985931396484,-40.2363624572754
6.102,3.293,2.872,13.956,30.2166971541891,-64.2900466918945,-26.5650501251221
