Length(mm),Width(mm),Depth(mm),CenterMainX(px),Area(mm^2),Volume(mm^3),Time(millisec)
6.247,2.907,2.764,0,14.078,26.2816845756706,0
7.333,2.91433333333333,2.836,0,16.6473333333333,31.7358303196629,0
6.6395,2.894,2.561,0,14.723,25.7655886286166,0
