Length(mm),Width(mm),Depth(mm),Area(mm^2),Volume(mm^3),Main Angle, Side Angle
6.434,3.556,3.085,14.98,36.9569906055038,-75.9637603759766,0
5.844,3.179,2.086,14.473,20.2914770679495,-1.6846843957901,-3.36646056175232
0.251,0.167,0,0.042,0,-90,0
6.795,3.072,2.862,15.22,31.2808772588699,-24.2277450561523,-70.0962524414063
6.201,3.272,2.811,15.243,29.8630728877564,-53.1301002502441,-81.8698959350586
6.713,3.286,3.038,15.766,35.0889682207911,-8.74616241455078,-4.08561658859253
6.37,3.331,2.53,15.692,28.1082112275352,-63.4349517822266,-79.6951522827148
6.853,3.257,3.18,16.015,37.1641524296533,0,-49.0856170654297
6.153,3.361,2.929,15.428,31.7156357615326,-71.5650482177734,0
6.283,3.349,3.021,14.987,33.2836966250642,-63.4349517822266,-66.0375137329102
5.481,3.035,2.636,13.194,22.9595052721054,0,-88.5311965942383
6.251,3.385,3.04,14.808,33.680643293445,-15.9453954696655,-4.23639488220215
6.24,3.324,3.138,15.354,34.0798101185473,-42.2736854553223,0
6.212,3.162,2.397,14.348,24.6524433220686,-63.4349517822266,-79.1596984863281
