Length(mm),Width(mm),Depth(mm),Area(mm^2),Volume(mm^3),Main Angle, Side Angle
4.917,2.493,2.259,8.902,14.4989763020908,0,-73.3007583618164
4.793,2.396,2.096,8.794,12.6032962074479,-26.5650501251221,-45
5.427,2.31,2.247,9.419,14.749370876559,-15.9453973770142,-74.4071960449219
4.788,2.468,1.97,8.872,12.1888896588019,-2.60256195068359,-32.47119140625
5.001,2.382,2.223,8.716,13.8655370837324,-71.5650482177734,-71.5650482177734
4.833,2.352,1.997,7.623,11.8858651779841,-49.3987045288086,-80.5376739501953
5.043,2.301,2.043,7.918,12.4128805387421,0,-21.8014068603516
5.088,2.257,2.187,8.436,13.1500095148887,-28.8107948303223,-39.4724578857422
4.895,2.253,2.218,8.124,12.8077856892137,-75.9637603759766,0
4.787,2.343,1.952,7.081,11.4634186067759,0,-50.7105865478516
4.523,2.302,2.19,7.551,11.9391839680584,-29.4758911132813,-26.5650501251221
