Length(mm),Width(mm),Depth(mm),Area(mm^2),Volume(mm^3),Main Angle, Side Angle
4.846,3.256,2.695,9.41,22.2651280851973,-26.5650501251221,-63.4349517822266
4.818,3.173,2.673,11.91,21.3960916157898,-71.5650482177734,-66.2973556518555
5.666,3.218,3.11,12.784,29.6907809764867,-56.309928894043,-37.8749847412109
5.601,3.11,2.901,12.024,26.4589321619031,-56.3099365234375,-23.4985675811768
6.622,3.054,3.006,14.371,31.8306720205034,0,-76.504264831543
5.912,2.862,2.409,11.623,21.3422143353647,-38.6598052978516,-41.1859283447266
6.59,3.096,2.911,14.462,31.097623007174,0,-78.3106307983398
6.243,3.047,2.788,14.04,27.7688043685088,-45,-26.5650501251221
6.547,3.145,3,14.842,32.3431911695499,-7.12501668930054,-74.7448806762695
6.336,3.194,3.138,15.124,33.2507650292986,0,-16.6992454528809
6.214,3.079,2.466,14.178,24.7043045388153,-67.6937942504883,-87.7974014282227
6.619,3.096,2.939,13.678,31.5349060512817,0,-41.2847099304199
6.192,2.991,2.846,13.519,27.5982077004285,-54.4623184204102,-77.9052429199219
6.287,3.144,3.024,14.68,31.2972664199561,-14.036244392395,-26.5650501251221
6.124,3.215,2.982,13.604,30.7413135586685,-73.3007583618164,-71.5650482177734
6.485,3.305,3.166,15.17,35.5296539081939,-81.8698959350586,0
6.351,3.222,3.113,14.895,33.3538054952836,-32.0053825378418,0
5.984,3.123,2.963,13.113,28.9930458857044,-20.5560455322266,-50.1944313049316
5.633,3.301,2.899,13.961,28.2248805889927,-45,-59.0362396240234
6.048,3.159,2.517,14.203,25.1792764594571,-6.11550378799438,-10.3048458099365
5.888,2.84,2.593,12.836,22.7032107400335,-33.023868560791,-11.3099327087402
