Length(mm),Width(mm),Depth(mm),Area(mm^2),Volume(mm^3),Main Angle, Side Angle
6.846,3.282,3.016,15.535,35.4817826345449,-69.5377349853516,-78.690071105957
7.264,3.537,3.096,18.547,41.6495649787804,-79.3803482055664,-71.5650482177734
7.155,3.438,2.861,17.996,36.849533188006,-78.690071105957,-11.6592922210693
7.185,3.515,3.202,17.7,42.3420666778094,0,-18.4349498748779
7.172,3.515,2.251,14.879,29.7125364532529,-80.5376739501953,-53.1301002502441
7.49,3.389,3.264,17.774,43.3812597074881,0,0
7.535,3.396,3.138,18.154,42.0438521104328,0,-79.1144714355469
6.923,3.341,2.925,17.452,35.4238124605072,-68.1985931396484,-84.0938491821289
7.31,3.604,2.966,20.029,40.9139988166973,-15.9453954696655,-83.6598129272461
7.286,3.603,3.115,17.646,42.8163953950546,-40.6012992858887,-14.036244392395
7.442,3.46,2.973,19.081,40.0829148380052,-88.8767013549805,-88.315315246582
7,3.416,2.983,18.067,37.3480367696438,-30.9637546539307,-5.06361722946167
7.2,3.605,3.556,19.831,48.3279240378911,0,-47.7263107299805
7.39,3.132,3.12,17.312,37.8111083645409,-17.354024887085,-4.39870548248291
6.881,3.382,3.138,17.78,38.236375916306,-73.3007583618164,0
7.485,3.595,3.094,18.418,43.5922846800559,-10.8855266571045,-14.6973190307617
7.049,3.769,2.735,20.307,38.0460523371057,-1.52076983451843,-23.1985855102539
7.329,3.582,3.435,19.137,47.2167039333551,-74.7448806762695,-77.47119140625
