Length(mm),Width(mm),Depth(mm),Area(mm^2),Volume(mm^3),Main Angle, Side Angle
4.261,2.363,1.941,7.587,10.2329161043377,-67.3801345825195,-41.7602920532227
0.795,0.251,0,0.185,0,-90,0
4.809,2.114,1.942,7.5,10.33731160992,-72.4744338989258,-63.4349517822266
5.073,2.332,1.841,8.377,11.4037009328202,0,-30.9637565612793
4.957,2.3,2.06,8.036,12.297380120976,-66.8014068603516,-86.8201675415039
4.239,1.928,1.792,5.866,7.66844088087987,-19.1790084838867,-32.9052429199219
