Length(mm),Width(mm),Depth(mm),Area(mm^2),Volume(mm^3),Main Angle, Side Angle
6.349,3.138,3.063,14.931,31.9524295111822,-49.3987045288086,0
5.764,3.832,3.182,13.794,36.8000382575922,-50.1944313049316,-16.0908164978027
5,3.5,3.254,12.565,29.8163322764451,-45,-29.538782119751
6.82,3.417,3.054,17.03,37.2646467321819,0,-81.2538375854492
6.255,3.307,2.899,16.094,31.3984599169165,-12.0947570800781,-56.309928894043
6.45,3.166,3.087,15.06,33.0069866065474,-32.47119140625,-45
5.178,3.343,2.714,13.693,24.5984016389583,-27.4744300842285,-45
6.696,3.331,3.237,15.655,37.8034468117402,-63.4349517822266,-56.3099365234375
6.381,3.268,3.218,15.871,35.136253724593,-26.5650501251221,-6.00900554656982
6.402,3.138,3.044,15.654,32.0193034096187,-78.690071105957,0
6.107,3.257,3.214,14.886,33.4726559247196,-50.1944274902344,-86.9872131347656
6.549,3.728,3.136,16.011,40.0890320592557,-71.5650482177734,-52.3057594299316
6.241,3.389,3.143,14.749,34.8071732361132,-23.1985912322998,0
6.154,3.284,3.088,14.405,32.6765768604739,-76.7594833374023,-45
