Length(mm),Width(mm),Depth(mm),Area(mm^2),Volume(mm^3),Main Angle, Side Angle
6.867,3.334,3.18,17.504,38.1204821674744,0,-18.4349498748779
6.17,3.38,3.095,14.777,33.7956761642081,-75.9637603759766,-47.4895553588867
6.911,3.357,3.18,17.341,38.6294012335523,0,-64.9831008911133
6.853,3.451,3.054,17.204,37.8175462010297,0,-84.2894058227539
6.216,3.33,3.103,14.634,33.630679110667,-48.3664627075195,-20.5560455322266
5.802,3.493,3.07,15.096,32.5771665288857,-48.8140754699707,-56.3099365234375
5.953,3.249,3.006,14.133,30.4420007596152,-35.5376777648926,-49.3987045288086
6.512,3.38,3.232,15.728,37.2478377244647,-80.7889709472656,-17.354024887085
5.523,3.515,2.971,14.569,30.1996317103063,0,0
6.957,3.462,3.141,18.296,39.6109834983883,-85.2363510131836,-79.6951522827148
6.894,3.348,3.096,17.034,37.4159091782757,0,-18.4349479675293
6.918,3.467,2.971,17.452,37.3108955659096,0,-7.12501668930054
7.183,3.493,3.096,19.071,40.6727958066773,0,-70.3461761474609
5.976,3.284,3.107,14.197,31.9266692273961,-45,-45
6.276,3.101,2.803,13.52,28.5631710877819,0,-80.2724227905273
6.568,3.373,3.155,16.613,36.5971672856152,-23.6293792724609,-45
6.703,3.299,3.138,16.722,36.3331537378713,0,-77.47119140625
6.63,3.315,3.178,16.058,36.5720728613449,-81.8698959350586,-11.3099327087402
6.362,3.217,3.125,15.388,33.488320672239,-63.4349517822266,-75.9637603759766
