Length(mm),Width(mm),Depth(mm),Area(mm^2),Volume(mm^3),Main Angle, Side Angle
5.176,2.448,2.309,9.054,15.3189231112493,-33.6900672912598,-18.4349498748779
4.847,2.51,2.226,9.216,14.1798136530195,-82.8749847412109,0
5.464,2.428,2.189,8.76,15.2056068360336,-80.5376739501953,-26.5650501251221
5.464,2.433,2.218,9.965,15.4387794702754,0,-26.5650501251221
5.013,1.957,1.897,6.674,9.74438609710373,-15.2551202774048,-61.3895416259766
4.921,2.442,1.965,8.09,12.3640343131775,-80.5376739501953,-26.5650501251221
4.845,2.485,2.368,8.813,14.9279611040933,-53.1301002502441,-45
5.127,2.395,2.092,9.339,13.450212248601,-63.4349517822266,0
5.107,2.343,2.315,8.718,14.5039990992749,0,-18.4349479675293
5.272,2.552,2.102,10.199,14.807693129409,-26.1139125823975,0
4.962,2.182,2.057,8.155,11.6612315831648,-75.9637603759766,-6.17017507553101
5.06,2.375,2.367,9.038,14.8939883923763,-33.6900634765625,-14.036244392395
