Length(mm),Width(mm),Depth(mm),CenterMainX(px),Area(mm^2),Volume(mm^3),Time(millisec)
7.059,3.77025,2.707,0,20.65025,37.7249959969821,0
6.46133333333333,2.864,2.55533333333333,0,14.388,24.7602239698315,0
7.391,3.26366666666667,2.92633333333333,0,18.4396666666667,36.9745168112476,0
6.288,2.531,2.515,0,12.308,20.9575875885557,0
