Length(mm),Width(mm),Depth(mm),Area(mm^2),Volume(mm^3),Main Angle, Side Angle
4.302,1.937,1.879,5.904,8.19833063398233,-23.1985893249512,-34.5085182189941
4.704,2.02,1.775,6.233,8.83111748020582,-45,-33.2748832702637
4.824,1.946,1.927,6.879,9.4717553518246,-26.5650501251221,-79.6951522827148
4.622,1.778,1.59,6.081,6.84159630135577,-63.4349517822266,0
5.266,1.958,1.703,7.362,9.19404896829653,-63.4349517822266,-71.5650482177734
5.096,1.927,1.748,6.52,8.98775415669874,-21.8014106750488,-77.125
4.862,1.909,1.309,6.592,6.36149443741797,-26.5650501251221,-4.39870548248291
5.146,1.883,1.799,7.043,9.1274589316058,0,0
4.988,1.942,1.854,6.892,9.40338077426771,-11.3099327087402,-68.1985931396484
4.619,1.834,1.598,6.15,7.08798338536039,-56.3099365234375,-69.1455383300781
4.562,1.852,1.794,5.944,7.93628625955207,-30.9637546539307,-81.4692306518555
4.379,1.953,1.812,6.448,8.11398133110049,-1.50743579864502,-45
5.259,1.748,1.735,6.77,8.35108108601173,-4.76364183425903,-66.5014343261719
5.143,1.977,1.799,7.117,9.577518053397,0,-29.7448825836182
4.416,1.852,1.703,5.845,7.29261551951825,-63.4349517822266,-23.1985893249512
