Length(mm),Width(mm),Depth(mm),Area(mm^2),Volume(mm^3),Main Angle, Side Angle
5.994,3.27,2.696,12.773,27.6683334771287,-21.8014106750488,-15.9453973770142
5.727,2.636,2.477,10.93,19.579302574352,-4.08561706542969,0
6.181,2.762,2.286,11.457,20.4341824251239,0,-77.0053787231445
5.709,2.938,2.511,12.636,22.052466422444,-59.0362396240234,-72.1811065673828
5.255,2.556,2.366,8.106,16.6397551879421,-5.71059370040894,-31.6075019836426
6.091,2.695,2.029,9.103,17.4392594296034,-54.4623222351074,-38.774169921875
5.681,2.929,2.574,10.5,22.4259745953298,-45,0
3.994,2.747,2.689,8.473,15.4474267490839,-64.5366516113281,-0.971021831035614
4.435,2.427,1.856,8.577,10.4602001524939,0,-49.3987045288086
5.094,2.745,2.565,9.521,18.7796407980507,-56.309928894043,-12.8042659759521
