Length(mm),Width(mm),Depth(mm),Area(mm^2),Volume(mm^3),Main Angle, Side Angle
6.048,2.486,2.249,10.549,17.7052060165858,-18.4349479675293,-75.9637603759766
6.147,2.428,2.218,11.515,17.3329330550995,0,-17.8188877105713
5.645,2.599,2.233,10.227,17.1536905475837,-57.171459197998,-56.3099365234375
5.601,2.049,1.977,8.661,11.8799010324065,-75.3791275024414,-15.9453954696655
5.319,2.376,2.294,9.13,15.1798843382768,-5.44033145904541,-27.1811103820801
5.32,1.924,1.89,7.551,10.1292461841362,-5.44033193588257,-55.3048400878906
6.132,2.415,2.301,11.365,17.8416297341166,0,-27.072078704834
5.908,2.331,2.151,10.186,15.5103569580913,-68.1985931396484,-1.1934894323349
6.469,2.447,2.389,10.639,19.8009438644771,-31.3286952972412,-51.1155052185059
6.266,2.398,2.294,10.76,18.0481048438112,-6.34019184112549,-84.2894058227539
5.198,2.183,2.079,8.7,12.3521660861321,-68.1985931396484,-58.6713027954102
5.842,2.395,2.308,9.813,16.9083604382902,-75.9637603759766,-37.8749847412109
6.155,2.388,2.164,10.746,16.6539884247866,-11.3099327087402,-88.3634185791016
