Length(mm),Width(mm),Depth(mm),Area(mm^2),Volume(mm^3),Main Angle, Side Angle
5.985,2.754,2.574,12.424,22.2144341628057,-59.4207763671875,-45
6.152,2.676,2.594,12.883,22.3599603937229,0,-41.0995063781738
6.276,3.054,2.782,13.094,27.919505091553,0,-72.1212997436523
6.027,3.057,2.727,13.492,26.3075491493372,-29.7448825836182,-88.0908508300781
5.083,3.5,2.475,13.772,23.0548329427718,-66.9745025634766,-64.2306671142578
6.153,3.017,2.544,12.897,24.7273715509274,-36.8698959350586,-71.5650482177734
5.818,2.733,2.732,12.561,22.7453521937412,-69.3045501708984,-72.6459732055664
5.505,2.936,2.428,11.426,20.5475799649639,-67.6198654174805,-3.17982983589172
5.799,2.959,2.427,13.13,21.8055212413112,-45,-21.4129695892334
5.908,2.844,2.593,12.646,22.8124125928256,-78.690071105957,-12.9946165084839
6.205,3.013,2.772,13.495,27.1351836839048,-26.5650501251221,-0.954841256141663
5.602,3.018,2.725,11.21,24.1227862635924,-87.3370056152344,-87.8788986206055
5.833,2.82,2.786,11.989,23.9950035846199,-53.1301040649414,-74.9816360473633
6.489,3.226,2.469,15.202,27.0621221171441,0,-70.5599670410156
4.984,2.684,2.52,8.255,17.6506095596289,-6.70983648300171,-19.5366535186768
5.994,2.948,2.278,13.918,21.0764061915638,-45,-60.2551155090332
5.257,2.461,2.389,9.97,16.1831985613929,-9.68878650665283,-32.7352256774902
6.008,2.751,2.699,12.893,23.3572667853211,-18.4349479675293,-31.5347919464111
