Length(mm),Width(mm),Depth(mm),Area(mm^2),Volume(mm^3),Main Angle, Side Angle
6.606,2.903,2.902,13.983,29.1394691418552,-30.3791275024414,-14.036244392395
6.361,3.462,3.258,15.88,37.5666234227347,-45,-78.690071105957
24.498,10.194,2.909,173.94,380.37993783231,-31.9474792480469,-20.5560474395752
21.656,10.204,3.258,145.227,376.962713507169,-27.58203125,-68.7494964599609
6.497,3.193,3.067,15.697,33.3138007272277,-32.0053863525391,-49.5739250183105
7.337,3.462,3.249,18.357,43.2109601304002,-8.13010215759277,-45
