Length(mm),Width(mm),Depth(mm),Area(mm^2),Volume(mm^3),Main Angle, Side Angle
4.603,2.208,2.05,7.713,10.909190542687,-26.5650501251221,0
2.008,0.293,0,0.537,0,-90,0
4.715,2.259,1.89,6.769,10.5404306326281,-63.4349517822266,-60.6422462463379
4.292,2.444,1.98,8.014,10.8748863615291,-70.0168914794922,-52.3057594299316
4.255,2.2,1.969,7.372,9.65087262446171,-67.9320983886719,-24.7751388549805
4.746,2.07,1.632,7.273,8.39492568715598,-32.47119140625,0
4.231,2.16,1.878,7.066,8.98650844400215,-45,-5.71059370040894
5.047,2.262,2.152,8.484,12.8637264053928,-63.4349517822266,-59.6208724975586
4.603,2.054,1.883,7.236,9.32159771485528,-33.6900672912598,0
0.753,0.293,0,0.172,0,-90,0
